epoch,avg_reward,total_loss,actor_loss,critic_loss,entropy_loss
0,-42.51405062433332,-0.035923659801483154,-0.035943991831036706,0.17042140116294224,-0.17040107282002767
10,-25.84722391027026,-0.13213334704438845,-0.031839157902550146,0.07187084406614304,-0.17216503779093426
20,-21.06438892307536,-0.16271905303001402,-0.03293491351408496,0.04399042663474878,-0.1737745704650879
30,-21.166050527167197,-0.16019286438822747,-0.030532721275773157,0.04546444043517114,-0.17512458737691242
40,-21.698005761757184,-0.1644800903896491,-0.029413587791592966,0.041421737025181454,-0.17648824246724445
50,-23.00820074866836,-0.17488283415635428,-0.03065123362733478,0.0343181852872173,-0.17854978942871094
60,-19.977557601019118,-0.18848715126514434,-0.032194958999419515,0.024414913511524597,-0.18070710945129395
70,-20.746322373549145,-0.1839356655875842,-0.031072304173236868,0.03008216147621473,-0.1829455286661784
80,-19.06042850735442,-0.19288580094774566,-0.03286626830255652,0.02520076163733999,-0.18522029940287274
90,-19.769699884578586,-0.1983037586013476,-0.03438650694927977,0.02301057095949849,-0.18692782719930015
100,-17.690127965974778,-0.2030029540260633,-0.03522009124571923,0.02089926963672042,-0.18868213971455894
110,-19.198457571406227,-0.20988777627547583,-0.04142615268162141,0.021240430728842814,-0.1897020606994629
120,-20.164113853204373,-0.21203801482915877,-0.04482879512179352,0.02364990555991729,-0.1908591283162435
130,-17.727768791878287,-0.2145526925722758,-0.04592818289675051,0.02359141707420349,-0.19221592966715498
140,-19.89658915794765,-0.22222310950358706,-0.0512142851856576,0.022869324404746292,-0.19387815221150717
150,-18.25873560194547,-0.2332014093796412,-0.0554345197728253,0.018316483156134683,-0.19608337656656905
160,-16.29891098694255,-0.2365839347243309,-0.05617045152224213,0.016994068368027606,-0.19740755526224774
170,-16.884538837359287,-0.248268594344457,-0.06534118709969333,0.015618349704891446,-0.19854576174418134
180,-17.859871418952633,-0.24922178934017816,-0.06682955100356291,0.01707981914902727,-0.1994720624287923
190,-19.78004758254004,-0.24835933198531468,-0.06957042762078346,0.022120981321980555,-0.20090989112854005
200,-16.772524043287074,-0.2599442983667056,-0.07324305924703367,0.015792497309545673,-0.2024937432607015
210,-20.130138307654608,-0.2584548220038414,-0.07473373361087093,0.020486847062905628,-0.2042079397837321
220,-17.595191590255126,-0.26404497524102527,-0.07739255048024157,0.018620659410953522,-0.20527309036254882
230,-17.538115025381558,-0.2682823071877161,-0.07957631430278221,0.018221856312205395,-0.2069278532663981
240,-17.761205577601988,-0.2725953131914139,-0.08223808827727529,0.01807882841676474,-0.20843605868021645
250,-18.544579847327743,-0.27432917604843776,-0.08383053653330232,0.01998363478730122,-0.21048227818806967
260,-19.921342097766075,-0.27437251657247547,-0.08509060664218852,0.022547248906145494,-0.21182916514078776
270,-18.940280875501532,-0.27588795572519303,-0.08326837731680521,0.02069578521574537,-0.21331536738077794
280,-17.474578849932488,-0.2805430948734283,-0.08655068944487236,0.0211804940054814,-0.21517290496826172
290,-20.51719090885793,-0.2837118417024613,-0.08907802595155469,0.02168973038593928,-0.2163235518137614
300,-17.80559051797415,-0.285932535926501,-0.08923970200897506,0.021246424689888955,-0.21793926111857098
310,-20.12390192763026,-0.27968793163696926,-0.08812885751831345,0.027823442406952382,-0.21938252131144206
320,-18.661865944508463,-0.28567185600598655,-0.08659225465332081,0.021987061326702435,-0.22106666819254558
330,-19.40012333285995,-0.28749233136574426,-0.09272672099371752,0.02711466128627459,-0.22188027826944987
